"State","AreaName","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Essential hypertension and hypertensive renal disease",549,10.63
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Influenza and pneumonia",942,18.66
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Suicide",679,13.95
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Cancer",10196,191.71
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Kidney Disease",1184,23.11
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Parkinsons disease",342,6.94
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Pneumonitis due to solids and liquids",290,5.77
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Septicemia",869,16.79
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Unintentional Injuries",2662,54.36
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"All Causes",48681,933.6
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Alzheimers disease",1486,29.73
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Homicide",392,8.31
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Stroke",2568,49.4
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Chronic liver disease and cirrhosis",551,9.89
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"CLRD",2912,55.16
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Diabetes",1278,23.94
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Diseases of Heart",11942,228.68
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Essential hypertension and hypertensive renal disease",539,10.23
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Influenza and pneumonia",951,18.56
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Suicide",654,13.21
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Cancer",10233,187.84
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Kidney Disease",1047,20.01
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Parkinsons disease",374,7.39
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Pneumonitis due to solids and liquids",305,5.98
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2011,"Septicemia",912,17.26
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Unintentional Injuries",2283,46.57
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"All Causes",49301,926.7
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Alzheimers disease",1390,27.18
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Homicide",405,8.66
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Stroke",2628,49.46
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Chronic liver disease and cirrhosis",622,11.02
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"CLRD",3015,55.19
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Diabetes",1300,23.86
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Diseases of Heart",12036,225.1
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Essential hypertension and hypertensive renal disease",528,9.83
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Influenza and pneumonia",942,17.87
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Suicide",724,14.74
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Cancer",10276,185.19
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Kidney Disease",1035,19.4
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Parkinsons disease",385,7.43
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Pneumonitis due to solids and liquids",305,5.83
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Septicemia",895,16.59
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Unintentional Injuries",2329,47.24
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"All Causes",50189,925.2
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Alzheimers disease",1398,26.67
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Homicide",417,8.95
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Stroke",2604,48.06
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Chronic liver disease and cirrhosis",577,10.07
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"CLRD",3043,54.82
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Diabetes",1349,24.34
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Diseases of Heart",12472,228.36
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Essential hypertension and hypertensive renal disease",585,10.64
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Influenza and pneumonia",1035,19.22
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Suicide",721,14.4
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Cancer",10328,182.17
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Kidney Disease",1057,19.28
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Parkinsons disease",425,8.08
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Pneumonitis due to solids and liquids",284,5.32
"AL","Alabama",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Septicemia",965,17.48
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Unintentional Injuries",294,55.91
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"All Causes",2708,838.9
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Alzheimers disease",24,11.93
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Homicide",51,8.11
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Stroke",171,71.24
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Chronic liver disease and cirrhosis",46,9.88
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"CLRD",146,56.36
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Diabetes",67,23.84
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Diseases of Heart",563,198.02
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Essential hypertension and hypertensive renal disease",,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Influenza and pneumonia",46,19.57
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Suicide",96,16.79
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Cancer",633,190.54
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Kidney Disease",34,13.4
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Parkinsons disease",15,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Pneumonitis due to solids and liquids",10,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Septicemia",27,8.81
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Unintentional Injuries",343,64.48
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"All Causes",2914,869.1
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Alzheimers disease",47,21.49
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Homicide",37,5.64
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Stroke",170,66.08
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Chronic liver disease and cirrhosis",45,9.6
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"CLRD",132,47.63
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Diabetes",87,27.3
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Diseases of Heart",607,211.74
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Essential hypertension and hypertensive renal disease",12,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Influenza and pneumonia",45,16.04
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Suicide",137,21.47
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Cancer",704,208.2
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Kidney Disease",30,11.62
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Parkinsons disease",19,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Pneumonitis due to solids and liquids",15,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Septicemia",17,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Unintentional Injuries",345,60.54
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"All Causes",2974,831.3
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Alzheimers disease",44,18.94
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Homicide",38,5.69
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Stroke",158,57.87
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Chronic liver disease and cirrhosis",57,10.78
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"CLRD",147,49.88
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Diabetes",80,22.76
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Diseases of Heart",603,189.1
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Essential hypertension and hypertensive renal disease",,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Influenza and pneumonia",36,13.06
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Suicide",102,15.94
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Cancer",689,193.73
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Kidney Disease",24,7.24
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Parkinsons disease",19,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Pneumonitis due to solids and liquids",15,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Septicemia",25,7.72
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Unintentional Injuries",346,59.16
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"All Causes",3030,802.4
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Alzheimers disease",61,25.77
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Homicide",40,5.86
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Stroke",158,55.97
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Chronic liver disease and cirrhosis",55,9.52
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"CLRD",142,47.52
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Diabetes",86,22.02
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Diseases of Heart",567,169.31
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Essential hypertension and hypertensive renal disease",,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Influenza and pneumonia",51,19.51
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Suicide",132,20.77
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Cancer",715,189.84
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Kidney Disease",21,6.78
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Parkinsons disease",18,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Pneumonitis due to solids and liquids",11,
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Septicemia",25,7.77
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Unintentional Injuries",321,55.39
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"All Causes",3180,843.5
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Alzheimers disease",56,22.91
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Homicide",47,6.89
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Stroke",185,62.26
"AK","Alaska",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Chronic liver disease and cirrhosis",58,10.49
